transaction_id,transaction_date,transaction_time,store_code,store_name,city,state,country,item_name,category,subcategory,size,quantity,unit_price,line_total,customer_name,loyalty_tier
10019,2024-01-06,09:30,ST005,Surry Hills,Sydney,NSW,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,Mia Moore,Bronze
10020,2024-01-07,06:00,ST009,Fortitude Valley,Brisbane,QLD,Australia,Croissant,Pastry,Baked,regular,1,4.5,4.5,Lily King,Silver
10021,2024-01-07,07:45,ST006,Bondi,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10021,2024-01-07,07:45,ST006,Bondi,Sydney,NSW,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10022,2024-01-08,14:15,ST008,West End,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10022,2024-01-08,14:15,ST008,West End,Brisbane,QLD,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,,
10023,2024-01-08,14:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,Grace Lewis,Gold
10023,2024-01-08,14:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,Grace Lewis,Gold
10024,2024-01-09,07:00,ST011,Glenelg,Adelaide,SA,Australia,Earl Grey,Tea,Black Tea,regular,1,4.0,4.0,Ben Hall,Silver
10025,2024-01-09,08:30,ST008,West End,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10026,2024-01-09,09:15,ST010,Adelaide Central,Adelaide,SA,Australia,Croissant,Pastry,Baked,regular,1,4.5,4.5,,
10027,2024-01-09,08:30,ST011,Glenelg,Adelaide,SA,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10027,2024-01-09,08:30,ST011,Glenelg,Adelaide,SA,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10028,2024-01-10,19:30,ST004,George St,Sydney,NSW,Australia,Veggie Wrap,Sandwich,Cold,regular,1,8.0,8.0,Lily King,Silver
10029,2024-01-10,08:00,ST008,West End,Brisbane,QLD,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10029,2024-01-10,08:00,ST008,West End,Brisbane,QLD,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10030,2024-01-10,09:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Double Espresso,Coffee,Espresso,double,2,4.5,9.0,Ruby Scott,Bronze
10030,2024-01-10,09:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,Ruby Scott,Bronze
10031,2024-01-11,18:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Iced Latte,Coffee,Cold Coffee,large,2,6.0,12.0,,
10031,2024-01-11,18:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10032,2024-01-11,09:45,ST005,Surry Hills,Sydney,NSW,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,Emma Smith,Gold
10032,2024-01-11,09:45,ST005,Surry Hills,Sydney,NSW,Australia,Ham & Cheese Toastie,Sandwich,Hot,regular,1,8.5,8.5,Emma Smith,Gold
10033,2024-01-11,09:15,ST002,Southbank,Melbourne,VIC,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10033,2024-01-11,09:15,ST002,Southbank,Melbourne,VIC,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10034,2024-01-12,08:15,ST011,Glenelg,Adelaide,SA,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10035,2024-01-12,13:15,ST009,Fortitude Valley,Brisbane,QLD,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10035,2024-01-12,13:15,ST009,Fortitude Valley,Brisbane,QLD,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,,
10036,2024-01-13,07:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,Jack Martin,Silver
10037,2024-01-13,11:15,ST004,George St,Sydney,NSW,Australia,Iced Latte,Coffee,Cold Coffee,large,2,6.0,12.0,Sam Wright,Gold
10037,2024-01-13,11:15,ST004,George St,Sydney,NSW,Australia,Croissant,Pastry,Baked,regular,1,4.5,4.5,Sam Wright,Gold
10038,2024-01-13,15:15,ST003,Fitzroy,Melbourne,VIC,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10038,2024-01-13,15:15,ST003,Fitzroy,Melbourne,VIC,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10038,2024-01-13,15:15,ST003,Fitzroy,Melbourne,VIC,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10039,2024-01-13,19:00,ST008,West End,Brisbane,QLD,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10040,2024-01-13,07:15,ST008,West End,Brisbane,QLD,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10041,2024-01-14,08:45,ST012,Norwood,Adelaide,SA,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,,
10042,2024-01-14,19:15,ST001,CBD Flagship,Melbourne,VIC,Australia,Espresso,Coffee,Espresso,single,2,3.5,7.0,Aiden Clark,Bronze
10042,2024-01-14,19:15,ST001,CBD Flagship,Melbourne,VIC,Australia,Banana Bread,Pastry,Bread,slice,1,5.0,5.0,Aiden Clark,Bronze
10043,2024-01-14,20:15,ST011,Glenelg,Adelaide,SA,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Chloe Walker,Bronze
10043,2024-01-14,20:15,ST011,Glenelg,Adelaide,SA,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,Chloe Walker,Bronze
10044,2024-01-14,10:45,ST006,Bondi,Sydney,NSW,Australia,Veggie Wrap,Sandwich,Cold,regular,1,8.0,8.0,,
10045,2024-01-15,07:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Max Young,Bronze
10046,2024-01-15,09:00,ST005,Surry Hills,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Ruby Scott,Bronze
10047,2024-01-16,14:30,ST002,Southbank,Melbourne,VIC,Australia,Egg & Bacon Roll,Sandwich,Hot,regular,1,7.5,7.5,Tom Green,Silver
10047,2024-01-16,14:30,ST002,Southbank,Melbourne,VIC,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,Tom Green,Silver
10047,2024-01-16,14:30,ST002,Southbank,Melbourne,VIC,Australia,Blueberry Muffin,Pastry,Muffin,regular,1,4.8,4.8,Tom Green,Silver
10048,2024-01-16,09:30,ST004,George St,Sydney,NSW,Australia,Iced Latte,Coffee,Cold Coffee,large,2,6.0,12.0,,
10049,2024-01-17,08:00,ST011,Glenelg,Adelaide,SA,Australia,Earl Grey,Tea,Black Tea,regular,1,4.0,4.0,Emma Smith,Gold
10049,2024-01-17,08:00,ST011,Glenelg,Adelaide,SA,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,Emma Smith,Gold
10050,2024-01-17,18:00,ST002,Southbank,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,Tom Green,Silver
10051,2024-01-17,12:45,ST004,George St,Sydney,NSW,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10051,2024-01-17,12:45,ST004,George St,Sydney,NSW,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10052,2024-01-18,08:15,ST008,West End,Brisbane,QLD,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10052,2024-01-18,08:15,ST008,West End,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10053,2024-01-18,11:45,ST012,Norwood,Adelaide,SA,Australia,Orange Juice,Beverage,Juice,regular,1,5.5,5.5,,
10053,2024-01-18,11:45,ST012,Norwood,Adelaide,SA,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10054,2024-01-19,07:15,ST002,Southbank,Melbourne,VIC,Australia,Smoked Salmon Bagel,Sandwich,Cold,regular,1,10.0,10.0,,
10054,2024-01-19,07:15,ST002,Southbank,Melbourne,VIC,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10055,2024-01-19,07:30,ST003,Fitzroy,Melbourne,VIC,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10056,2024-01-19,09:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10057,2024-01-20,09:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Banana Bread,Pastry,Bread,slice,2,5.0,10.0,,
10058,2024-01-20,20:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10059,2024-01-20,15:00,ST005,Surry Hills,Sydney,NSW,Australia,Blueberry Muffin,Pastry,Muffin,regular,1,4.8,4.8,,
10060,2024-01-20,08:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,William Taylor,Gold
10061,2024-01-20,07:15,ST006,Bondi,Sydney,NSW,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Grace Lewis,Gold
10061,2024-01-20,07:15,ST006,Bondi,Sydney,NSW,Australia,English Breakfast,Tea,Black Tea,regular,1,4.0,4.0,Grace Lewis,Gold
10062,2024-01-21,12:45,ST012,Norwood,Adelaide,SA,Australia,Banana Bread,Pastry,Bread,slice,1,5.0,5.0,Oliver Wilson,Silver
10062,2024-01-21,12:45,ST012,Norwood,Adelaide,SA,Australia,Earl Grey,Tea,Black Tea,regular,1,4.0,4.0,Oliver Wilson,Silver
10063,2024-01-21,06:45,ST008,West End,Brisbane,QLD,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10063,2024-01-21,06:45,ST008,West End,Brisbane,QLD,Australia,Hot Chocolate,Beverage,Chocolate,regular,2,5.0,10.0,,
10064,2024-01-22,16:00,ST009,Fortitude Valley,Brisbane,QLD,Australia,English Breakfast,Tea,Black Tea,regular,1,4.0,4.0,,
10065,2024-01-22,19:45,ST006,Bondi,Sydney,NSW,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,Zoe Allen,Gold
10065,2024-01-22,19:45,ST006,Bondi,Sydney,NSW,Australia,Chicken Pesto Panini,Sandwich,Hot,regular,1,9.5,9.5,Zoe Allen,Gold
10066,2024-01-22,08:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Olivia Williams,Bronze
10067,2024-01-23,14:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,Zoe Allen,Gold
10067,2024-01-23,14:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Chocolate Cookie,Pastry,Cookie,regular,1,3.5,3.5,Zoe Allen,Gold
10068,2024-01-23,09:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10068,2024-01-23,09:45,ST007,Queen St Mall,Brisbane,QLD,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,,
10069,2024-01-23,09:15,ST012,Norwood,Adelaide,SA,Australia,Veggie Wrap,Sandwich,Cold,regular,1,8.0,8.0,Sam Wright,Gold
10070,2024-01-24,11:30,ST003,Fitzroy,Melbourne,VIC,Australia,Latte Large,Coffee,Milk Coffee,large,2,5.5,11.0,,
10070,2024-01-24,11:30,ST003,Fitzroy,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10071,2024-01-24,10:45,ST012,Norwood,Adelaide,SA,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10072,2024-01-24,10:00,ST003,Fitzroy,Melbourne,VIC,Australia,Almond Croissant,Pastry,Baked,regular,2,5.5,11.0,,
10072,2024-01-24,10:00,ST003,Fitzroy,Melbourne,VIC,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10073,2024-01-24,13:00,ST002,Southbank,Melbourne,VIC,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10074,2024-01-25,08:45,ST002,Southbank,Melbourne,VIC,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Isabella Anderson,Silver
10075,2024-01-25,20:00,ST008,West End,Brisbane,QLD,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10076,2024-01-25,09:45,ST008,West End,Brisbane,QLD,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10076,2024-01-25,09:45,ST008,West End,Brisbane,QLD,Australia,Cappuccino,Coffee,Milk Coffee,regular,2,4.8,9.6,,
10077,2024-01-25,12:15,ST012,Norwood,Adelaide,SA,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10078,2024-01-26,19:30,ST002,Southbank,Melbourne,VIC,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10079,2024-01-26,09:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Blueberry Muffin,Pastry,Muffin,regular,1,4.8,4.8,Noah Brown,Gold
10079,2024-01-26,09:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Noah Brown,Gold
10080,2024-01-26,19:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Orange Juice,Beverage,Juice,regular,1,5.5,5.5,,
10081,2024-01-26,18:00,ST006,Bondi,Sydney,NSW,Australia,Espresso,Coffee,Espresso,single,2,3.5,7.0,,
10081,2024-01-26,18:00,ST006,Bondi,Sydney,NSW,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10082,2024-01-27,20:30,ST003,Fitzroy,Melbourne,VIC,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Grace Lewis,Gold
10082,2024-01-27,20:30,ST003,Fitzroy,Melbourne,VIC,Australia,Green Tea,Tea,Green Tea,regular,2,4.0,8.0,Grace Lewis,Gold
10082,2024-01-27,20:30,ST003,Fitzroy,Melbourne,VIC,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,Grace Lewis,Gold
10083,2024-01-27,13:45,ST003,Fitzroy,Melbourne,VIC,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10083,2024-01-27,13:45,ST003,Fitzroy,Melbourne,VIC,Australia,Flat White Large,Coffee,Milk Coffee,large,2,5.5,11.0,,
10084,2024-01-27,17:30,ST003,Fitzroy,Melbourne,VIC,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10085,2024-01-27,10:15,ST009,Fortitude Valley,Brisbane,QLD,Australia,Ham & Cheese Toastie,Sandwich,Hot,regular,1,8.5,8.5,,
10085,2024-01-27,10:15,ST009,Fortitude Valley,Brisbane,QLD,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10086,2024-01-27,17:15,ST005,Surry Hills,Sydney,NSW,Australia,Chicken Pesto Panini,Sandwich,Hot,regular,1,9.5,9.5,,
10086,2024-01-27,17:15,ST005,Surry Hills,Sydney,NSW,Australia,Green Tea,Tea,Green Tea,regular,1,4.0,4.0,,
10087,2024-01-28,12:45,ST004,George St,Sydney,NSW,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,Harper Thompson,Bronze
10087,2024-01-28,12:45,ST004,George St,Sydney,NSW,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,Harper Thompson,Bronze
10088,2024-01-28,08:45,ST006,Bondi,Sydney,NSW,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,Ethan White,Silver
10089,2024-01-28,14:45,ST010,Adelaide Central,Adelaide,SA,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,Lily King,Silver
10090,2024-01-28,12:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Ben Hall,Silver
10090,2024-01-28,12:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,Ben Hall,Silver
10090,2024-01-28,12:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,Ben Hall,Silver
10091,2024-01-28,15:45,ST004,George St,Sydney,NSW,Australia,Chai Latte,Tea,Specialty Tea,regular,1,5.2,5.2,Chloe Walker,Bronze
10092,2024-01-29,07:30,ST004,George St,Sydney,NSW,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,,
10093,2024-01-29,13:30,ST003,Fitzroy,Melbourne,VIC,Australia,Latte Large,Coffee,Milk Coffee,large,2,5.5,11.0,Noah Brown,Gold
10094,2024-01-30,07:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,Isabella Anderson,Silver
10094,2024-01-30,07:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,English Breakfast,Tea,Black Tea,regular,1,4.0,4.0,Isabella Anderson,Silver
10094,2024-01-30,07:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,2,4.2,8.4,Isabella Anderson,Silver
10095,2024-01-30,19:30,ST005,Surry Hills,Sydney,NSW,Australia,Earl Grey,Tea,Black Tea,regular,2,4.0,8.0,Leo Lee,Silver
10096,2024-01-30,06:00,ST004,George St,Sydney,NSW,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10097,2024-01-31,12:30,ST007,Queen St Mall,Brisbane,QLD,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10098,2024-01-31,14:30,ST010,Adelaide Central,Adelaide,SA,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10099,2024-01-31,07:30,ST007,Queen St Mall,Brisbane,QLD,Australia,Long Black,Coffee,Black Coffee,regular,2,4.2,8.4,,
10100,2024-02-01,13:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Hot Chocolate,Beverage,Chocolate,regular,1,5.0,5.0,Olivia Williams,Bronze
10100,2024-02-01,13:30,ST009,Fortitude Valley,Brisbane,QLD,Australia,Espresso,Coffee,Espresso,single,2,3.5,7.0,Olivia Williams,Bronze
10101,2024-02-01,12:15,ST003,Fitzroy,Melbourne,VIC,Australia,Earl Grey,Tea,Black Tea,regular,2,4.0,8.0,,
10102,2024-02-02,13:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Flat White Large,Coffee,Milk Coffee,large,2,5.5,11.0,,
10103,2024-02-02,08:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,,
10103,2024-02-02,08:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Egg & Bacon Roll,Sandwich,Hot,regular,1,7.5,7.5,,
10103,2024-02-02,08:00,ST001,CBD Flagship,Melbourne,VIC,Australia,Flat White,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10104,2024-02-02,07:15,ST009,Fortitude Valley,Brisbane,QLD,Australia,Iced Latte,Coffee,Cold Coffee,large,1,6.0,6.0,Max Young,Bronze
10104,2024-02-02,07:15,ST009,Fortitude Valley,Brisbane,QLD,Australia,Chocolate Cookie,Pastry,Cookie,regular,2,3.5,7.0,Max Young,Bronze
10105,2024-02-02,13:00,ST006,Bondi,Sydney,NSW,Australia,Chai Latte,Tea,Specialty Tea,regular,1,5.2,5.2,Amelia Harris,Bronze
10106,2024-02-03,10:00,ST005,Surry Hills,Sydney,NSW,Australia,Latte Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10106,2024-02-03,10:00,ST005,Surry Hills,Sydney,NSW,Australia,Veggie Wrap,Sandwich,Cold,regular,1,8.0,8.0,,
10107,2024-02-03,07:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Cold Brew,Coffee,Cold Coffee,large,1,5.8,5.8,Chloe Walker,Bronze
10107,2024-02-03,07:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Chai Latte,Tea,Specialty Tea,regular,1,5.2,5.2,Chloe Walker,Bronze
10107,2024-02-03,07:00,ST007,Queen St Mall,Brisbane,QLD,Australia,Banana Bread,Pastry,Bread,slice,1,5.0,5.0,Chloe Walker,Bronze
10108,2024-02-04,11:00,ST008,West End,Brisbane,QLD,Australia,Espresso,Coffee,Espresso,single,1,3.5,3.5,,
10109,2024-02-04,08:45,ST004,George St,Sydney,NSW,Australia,Espresso,Coffee,Espresso,single,2,3.5,7.0,,
10109,2024-02-04,08:45,ST004,George St,Sydney,NSW,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,,
10110,2024-02-04,09:30,ST002,Southbank,Melbourne,VIC,Australia,Double Espresso,Coffee,Espresso,double,1,4.5,4.5,Ruby Scott,Bronze
10110,2024-02-04,09:30,ST002,Southbank,Melbourne,VIC,Australia,Iced Latte,Coffee,Cold Coffee,large,2,6.0,12.0,Ruby Scott,Bronze
10111,2024-02-05,08:30,ST001,CBD Flagship,Melbourne,VIC,Australia,Espresso,Coffee,Espresso,single,2,3.5,7.0,,
10112,2024-02-05,13:00,ST012,Norwood,Adelaide,SA,Australia,Double Espresso,Coffee,Espresso,double,2,4.5,9.0,,
10112,2024-02-05,13:00,ST012,Norwood,Adelaide,SA,Australia,Chai Latte,Tea,Specialty Tea,regular,1,5.2,5.2,,
10112,2024-02-05,13:00,ST012,Norwood,Adelaide,SA,Australia,Long Black,Coffee,Black Coffee,regular,1,4.2,4.2,,
10113,2024-02-05,08:30,ST012,Norwood,Adelaide,SA,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,,
10113,2024-02-05,08:30,ST012,Norwood,Adelaide,SA,Australia,Flat White Large,Coffee,Milk Coffee,large,2,5.5,11.0,,
10114,2024-02-05,10:00,ST005,Surry Hills,Sydney,NSW,Australia,Flat White Large,Coffee,Milk Coffee,large,1,5.5,5.5,,
10115,2024-02-06,13:30,ST006,Bondi,Sydney,NSW,Australia,Latte,Coffee,Milk Coffee,regular,2,4.8,9.6,Ruby Scott,Bronze
10116,2024-02-06,12:30,ST008,West End,Brisbane,QLD,Australia,Cappuccino,Coffee,Milk Coffee,regular,1,4.8,4.8,Amelia Harris,Bronze
10116,2024-02-06,12:30,ST008,West End,Brisbane,QLD,Australia,Almond Croissant,Pastry,Baked,regular,1,5.5,5.5,Amelia Harris,Bronze
10117,2024-02-07,11:45,ST001,CBD Flagship,Melbourne,VIC,Australia,Latte,Coffee,Milk Coffee,regular,1,4.8,4.8,Max Young,Bronze
